Sex,Age,Population
Female,77,783
Female,77,792
Female,77,601
Female,77,337
Female,77,217
Female,77,160
Female,77,430
Female,77,543
Female,77,248
Female,77,308
Female,77,567
Female,77,501
Female,77,452
Female,77,729
Female,77,1189
Female,77,596
Female,77,715
Female,77,630
Female,77,422
Female,77,246
Female,77,601
Female,77,123
Female,77,532
Female,77,229
Female,77,277
Female,77,258
Female,77,585
Female,77,191
Female,78,14666
Female,78,156
Female,78,1581
Female,78,867
Female,78,676
Female,78,782
Female,78,534
Female,78,307
Female,78,225
Female,78,121
Female,78,408
Female,78,506
Female,78,231
Female,78,271
Female,78,547
Female,78,498
Female,78,377
Female,78,667
Female,78,994
Female,78,557
Female,78,633
Female,78,523
Female,78,411
Female,78,222
Female,78,558
Female,78,122
Female,78,469
Female,78,231
Female,78,234
Female,78,217
Female,78,562
Female,78,179
Female,79,13938
Female,79,171
Female,79,1554
Female,79,793
Female,79,692
Female,79,670
Female,79,512
Female,79,327
Female,79,212
Female,79,126
Female,79,374
Female,79,473
Female,79,229
Female,79,272
Female,79,467
Female,79,420
Female,79,379
Female,79,665
Female,79,982
Female,79,517
Female,79,650
Female,79,524
Female,79,350
Female,79,208
Female,79,527
Female,79,112
Female,79,456
Female,79,203
Female,79,235
Female,79,191
Female,79,489
Female,79,158
Female,80,12173
Female,80,163
Female,80,1374
Female,80,819
Female,80,533
Female,80,550
Female,80,405
Female,80,265
Female,80,186
Female,80,115
Female,80,300
Female,80,430
Female,80,202
Female,80,195
Female,80,398
Female,80,372
Female,80,299
Female,80,587
Female,80,879
Female,80,446
Female,80,570
Female,80,421
Female,80,335
Female,80,226
Female,80,499
Female,80,77
Female,80,392
Female,80,191
Female,80,203
Female,80,157
Female,80,446
Female,80,138
Female,81,11191
Female,81,148
Female,81,1332
Female,81,712
Female,81,499
Female,81,558
Female,81,372
Female,81,234
Female,81,158
Female,81,87
Female,81,325
Female,81,348
Female,81,163
Female,81,193
Female,81,396
Female,81,330
Female,81,312
Female,81,522
Female,81,773
Female,81,388
Female,81,467
Female,81,420
Female,81,309
Female,81,145
Female,81,424
Female,81,80
Female,81,391
Female,81,184
Female,81,177
Female,81,152
Female,81,441
Female,81,151
Female,82,10759
Female,82,131
Female,82,1368
Female,82,666
Female,82,438
Female,82,491
Female,82,362
Female,82,225
Female,82,148
Female,82,84
Female,82,289
Female,82,324
Female,82,160
Female,82,187
Female,82,358
Female,82,333
Female,82,287
Female,82,570
Female,82,757
Female,82,418
Female,82,466
Female,82,416
Female,82,256
Female,82,179
Female,82,409
Female,82,81
Female,82,352
Female,82,175
Female,82,160
Female,82,146
Female,82,379
Female,82,144
Female,83,9985
Female,83,102
Female,83,1242
Female,83,679
Female,83,395
Female,83,455
Female,83,332
Female,83,214
Female,83,136
Female,83,75
Female,83,246
Female,83,303
Female,83,179
Female,83,200
Female,83,355
Female,83,282
Female,83,254
Female,83,512
Female,83,651
Female,83,345
Female,83,407
Female,83,374
Female,83,268
Female,83,160
Female,83,405
Female,83,90
Female,83,346
Female,83,167
Female,83,165
Female,83,144
Female,83,367
Female,83,135
Female,84,8890
Female,84,111
Female,84,1177
Female,84,582
Female,84,365
Female,84,421
Female,84,246
Female,84,188
Female,84,99
Female,84,74
Female,84,222
Female,84,256
Female,84,146
Female,84,159
Female,84,299
Female,84,240
Female,84,207
Female,84,441
Female,84,598
Female,84,331
Female,84,409
Female,84,339
Female,84,262
Female,84,148
Female,84,306
Female,84,87
Female,84,311
Female,84,130
Female,84,127
Female,84,145
Female,84,351
Female,84,113
Female,85,8303
Female,85,77
Female,85,1109
Female,85,570
Female,85,300
Female,85,394
Female,85,269
Female,85,183
Female,85,114
Female,85,78
Female,85,209
Female,85,238
Female,85,168
Female,85,144
Female,85,287
Female,85,239
Female,85,202
Female,85,401
Female,85,593
Female,85,255
Female,85,338
Female,85,308
Female,85,213
Female,85,130
Female,85,303
Female,85,55
Female,85,304
Female,85,126
Female,85,146
Female,85,137
Female,85,317
Female,85,96
Female,86,7501
Female,86,86
Female,86,988
Female,86,482
Female,86,293
Female,86,304
Female,86,218
Female,86,189
Female,86,95
Female,86,79
Female,86,192
Female,86,216
Female,86,131
Female,86,131
Female,86,260
Female,86,211
Female,86,197
Female,86,378
Female,86,511
Female,86,260
Female,86,321
Female,86,293
Female,86,186
Female,86,110
Female,86,317
Female,86,54
Female,86,247
Female,86,129
Female,86,130
Female,86,128
Female,86,266
Female,86,99
Female,87,6766
Female,87,62
Female,87,908
Female,87,448
Female,87,249
Female,87,271
Female,87,201
Female,87,171
Female,87,93
Female,87,65
Female,87,176
Female,87,237
Female,87,100
Female,87,129
Female,87,226
Female,87,175
Female,87,170
Female,87,309
Female,87,468
Female,87,260
Female,87,260
Female,87,269
Female,87,198
Female,87,91
Female,87,244
Female,87,55
Female,87,238
Female,87,134
Female,87,103
Female,87,107
Female,87,256
Female,87,93
Female,88,5927
Female,88,68
Female,88,886
Female,88,412
Female,88,219
Female,88,241
Female,88,164
Female,88,126
Female,88,85
Female,88,49
Female,88,143
Female,88,171
Female,88,106
Female,88,98
Female,88,170
Female,88,147
Female,88,144
Female,88,291
Female,88,427
Female,88,183
Female,88,209
Female,88,219
Female,88,158
Female,88,75
Female,88,257
Female,88,46
Female,88,239
Female,88,102
Female,88,100
Female,88,105
Female,88,208
Female,88,79
Female,89,4961
Female,89,54
Female,89,712
Female,89,331
Female,89,192
Female,89,188
Female,89,160
Female,89,115
Female,89,64
Female,89,42
Female,89,116
Female,89,143
Female,89,62
Female,89,78
Female,89,159
Female,89,133
Female,89,132
Female,89,232
Female,89,340
Female,89,182
Female,89,202
Female,89,191
Female,89,149
Female,89,54
Female,89,223
Female,89,39
Female,89,157
Female,89,100
Female,89,87
Female,89,79
Female,89,172
Female,89,73
Female,90,4285
Female,90,48
Female,90,614
Female,90,312
Female,90,171
Female,90,168
Female,90,124
Female,90,82
Female,90,44
Female,90,39
Female,90,92
Female,90,136
Female,90,63
Female,90,84
Female,90,139
Female,90,113
Female,90,106
Female,90,222
Female,90,282
Female,90,147
Female,90,155
Female,90,181
Female,90,126
Female,90,54
Female,90,178
Female,90,33
Female,90,157
Female,90,88
Female,90,60
Female,90,57
Female,90,154
Female,90,56
Female,91,3781
Female,91,45
Female,91,534
Female,91,251
Female,91,153
Female,91,119
Female,91,102
Female,91,93
Female,91,49
Female,91,32
Female,91,95
Female,91,88
Female,91,48
Female,91,73
Female,91,115
Female,91,103
Female,91,89
Female,91,177
Female,91,282
Female,91,133
Female,91,152
Female,91,150
Female,91,108
Female,91,68
Female,91,180
Female,91,36
Female,91,149
Female,91,56
Female,91,56
Female,91,62
Female,91,136
Female,91,47
Female,92,2809
Female,92,24
Female,92,455
Female,92,194
Female,92,106
Female,92,96
Female,92,70
Female,92,58
Female,92,48
Female,92,19
Female,92,66
Female,92,84
Female,92,32
Female,92,44
Female,92,80
Female,92,81
Female,92,71
Female,92,117
Female,92,211
Female,92,88
Female,92,103
Female,92,102
Female,92,87
Female,92,45
Female,92,131
Female,92,30
Female,92,85
Female,92,54
Female,92,38
Female,92,52
Female,92,94
Female,92,44
Female,93,2320
Female,93,22
Female,93,322
Female,93,162
Female,93,80
Female,93,84
Female,93,81
Female,93,45
Female,93,21
Female,93,30
Female,93,63
Female,93,54
Female,93,39
Female,93,44
Female,93,76
Female,93,62
Female,93,58
Female,93,111
Female,93,172
Female,93,92
Female,93,96
Female,93,73
Female,93,45
Female,93,43
Female,93,91
Female,93,22
Female,93,93
Female,93,51
Female,93,35
Female,93,35
Female,93,89
Female,93,29
Female,94,1737
Female,94,18
Female,94,264
Female,94,124
Female,94,62
Female,94,72
Female,94,39
Female,94,44
Female,94,21
Female,94,19
Female,94,39
Female,94,52
Female,94,30
Female,94,36
Female,94,42
Female,94,53
Female,94,40
Female,94,62
Female,94,110
Female,94,56
Female,94,74
Female,94,63
Female,94,40
Female,94,17
Female,94,81
Female,94,14
Female,94,80
Female,94,32
Female,94,45
Female,94,20
Female,94,62
Female,94,26
Female,95,1344
Female,95,12
Female,95,194
Female,95,92
Female,95,39
Female,95,40
Female,95,40
Female,95,28
Female,95,8
Female,95,10
Female,95,39
Female,95,44
Female,95,19
Female,95,28
Female,95,36
Female,95,44
Female,95,38
Female,95,42
Female,95,103
Female,95,56
Female,95,50
Female,95,49
Female,95,29
Female,95,20
Female,95,69
Female,95,14
Female,95,49
Female,95,30
Female,95,18
Female,95,21
Female,95,63
Female,95,20
Female,96,956
Female,96,8
Female,96,142
Female,96,61
Female,96,32
Female,96,34
Female,96,29
Female,96,23
Female,96,14
Female,96,10
Female,96,25
Female,96,33
Female,96,11
Female,96,17
Female,96,33
Female,96,26
Female,96,28
Female,96,43
Female,96,66
Female,96,24
Female,96,36
Female,96,34
Female,96,19
Female,96,16
Female,96,47
Female,96,6
Female,96,42
Female,96,19
Female,96,14
Female,96,16
Female,96,34
Female,96,14
Female,97,732
Female,97,9
Female,97,87
Female,97,43
Female,97,40
Female,97,29
Female,97,21
Female,97,19
Female,97,8
Female,97,6
Female,97,20
Female,97,18
Female,97,13
Female,97,18
Female,97,31
Female,97,21
Female,97,20
Female,97,28
Female,97,49
Female,97,32
Female,97,24
Female,97,27
Female,97,15
Female,97,10
Female,97,36
Female,97,14
Female,97,24
Female,97,12
Female,97,18
Female,97,10
Female,97,21
Female,97,9
Female,98,492
Female,98,5
Female,98,57
Female,98,35
Female,98,18
Female,98,13
Female,98,12
Female,98,14
Female,98,1
Female,98,6
Female,98,17
Female,98,16
Female,98,7
Female,98,8
Female,98,18
Female,98,12
Female,98,12
Female,98,20
Female,98,40
Female,98,15
Female,98,27
Female,98,16
Female,98,13
Female,98,14
Female,98,29
Female,98,5
Female,98,18
Female,98,6
Female,98,11
Female,98,7
Female,98,11
Female,98,9
Female,99,336
Female,99,6
Female,99,49
Female,99,26
Female,99,20
Female,99,10
Female,99,12
Female,99,5
Female,99,3
Female,99,0
Female,99,6
Female,99,12
Female,99,4
Female,99,3
Female,99,15
Female,99,7
Female,99,11
Female,99,20
Female,99,17
Female,99,9
Female,99,11
Female,99,5
Female,99,15
Female,99,1
Female,99,16
Female,99,3
Female,99,12
Female,99,6
Female,99,8
Female,99,6
Female,99,13
Female,99,5
Female,100,584
Female,100,3
Female,100,80
Female,100,42
Female,100,17
Female,100,29
Female,100,19
Female,100,12
Female,100,10
Female,100,5
Female,100,23
Female,100,17
Female,100,4
Female,100,9
Female,100,14
Female,100,15
Female,100,16
Female,100,20
Female,100,43
Female,100,12
Female,100,34
Female,100,19
Female,100,15
Female,100,5
Female,100,26
Female,100,4
Female,100,25
Female,100,7
Female,100,9
Female,100,12
Female,100,31
Female,100,7
